id,note_id,filename,original_filename,file_path,file_size,date_uploaded
2ef5b374-86d0-4354-bf4e-98a14a253d54,9b6e7857-6640-454a-a57a-020f09e82d08,35bde426-1691-4fe2-8ff2-12f777542a16.jpg,violets-bed.jpg,uploads/5aaa2a96-54dc-4f64-aaaa-7a971d8ccd05/9b6e7857-6640-454a-a57a-020f09e82d08/35bde426-1691-4fe2-8ff2-12f777542a16.jpg,249880,2025-06-29T12:34:45.132923
a8cf9687-787c-4069-b9e0-e67a1e46eb2f,b7171f26-168b-4f19-a6fe-6df0fd7a5fa3,70d661a7-24d7-4925-99b3-1912af7b484c.jpg,old-sycamore-tree.jpg,uploads/b884998c-7d1a-4e21-bf22-bbefc8cde476/b7171f26-168b-4f19-a6fe-6df0fd7a5fa3/70d661a7-24d7-4925-99b3-1912af7b484c.jpg,317286,2025-06-29T12:49:07.496068
f0ef3b81-feab-4144-b226-aee389473efb,b7171f26-168b-4f19-a6fe-6df0fd7a5fa3,4d15e1b0-1d7f-4ad1-bc7f-58663790e124.jpg,red-maple-tree.jpg,uploads/b884998c-7d1a-4e21-bf22-bbefc8cde476/b7171f26-168b-4f19-a6fe-6df0fd7a5fa3/4d15e1b0-1d7f-4ad1-bc7f-58663790e124.jpg,162105,2025-06-29T12:49:07.496068
